,Preço do aluguel (escala log)
600,6.066108090103747
2087,5.8944028342648505
9057,5.313205979041787
26686,4.941642422609304
7504,5.552959584921617
22595,5.181783550292085
21404,5.963579343618446
13954,6.190315405853148
14954,5.123963979403259
20788,6.07073772800249
5809,6.0063531596017325
10384,5.602118820879701
184,6.642486801367256
4352,6.09807428216624
7144,5.771441123130016
6064,6.650279048587422
14152,5.83773044716594
21854,5.231108616854587
16909,4.430816798843313
29051,5.783825182329737
8805,6.20455776256869
26416,5.170483995038151
28816,5.068904202220232
13257,5.37989735354046
6056,5.634789603169249
19863,6.661854740545311
25743,5.513428746164983
17723,5.327876168789581
24952,5.337538079701318
19032,5.771441123130016
21361,5.713732805509369
9448,5.948034989180646
5385,5.1647859739235145
22076,7.854381210652365
4318,5.303304908059076
12572,6.111467339502679
2652,4.867534450455582
6017,5.602118820879701
29087,4.727387818712341
15270,4.941642422609304
24786,5.968707559985366
25260,8.987321812850125
13640,5.303304908059076
6473,6.621405651764134
19876,5.062595033026967
113,4.962844630259907
22981,5.910796644040527
472,4.804021044733257
19722,5.3706380281276624
19868,6.439350371100098
24015,4.812184355372417
27003,5.58724865840025
5866,5.393627546352362
22293,4.543294782270004
17752,5.25227342804663
28474,6.186208623900494
10119,4.919980925828125
18856,6.80903930604298
848,6.595780513961311
5049,6.90875477931522
12868,5.817111159963204
4571,6.037870919922137
15852,7.402451520818244
15778,6.2166061010848646
18505,5.225746673713202
3773,5.262690188904886
21961,6.593044534142437
24084,6.220590170099739
12831,5.198497031265826
28432,5.857933154483459
16392,5.525452939131784
18813,5.2574953720277815
135,6.507277712385012
20844,5.793013608384144
18220,6.408528791059498
19696,5.187385805840755
20675,5.918893854273146
13291,5.62040086571715
12246,5.19295685089021
22479,5.278114659230517
14337,5.564520407322694
24046,5.968707559985366
2584,7.824445930877619
15736,6.587550014824796
18570,5.720311776607412
10279,6.593044534142437
8790,5.298317366548036
14548,5.493061443340548
3039,8.589885876809678
18162,9.39274525863144
18874,5.783825182329737
3997,5.602118820879701
19985,5.293304824724492
19396,5.940171252720432
6566,5.41610040220442
26983,6.888572459565364
22206,6.709304340258298
11106,6.3473892096560105
11480,6.1092475827643655
28707,4.762173934797756
425,7.069023426578259
23734,5.247024072160486
23178,8.764209507142004
5268,9.210440366976515
14169,6.063785208687608
4693,4.700480365792417
19794,5.017279836814924
23239,5.905361848054571
24400,5.2574953720277815
6810,5.720311776607412
2531,6.880384082186005
21322,6.363028103540465
13250,6.90875477931522
24380,5.442417710521793
15132,7.783640596221253
15555,5.993961427306569
7015,6.7580945044277305
14959,5.4638318050256105
4111,6.7580945044277305
16922,6.298949246855942
325,6.774223886357614
11406,5.303304908059076
16516,6.698268054115413
5360,5.799092654460526
10025,5.811140992976701
11850,8.283241441385425
28577,6.75343791859778
27365,8.723231274827508
5235,7.195187320178709
25449,5.5909869805108565
27188,6.274762021241939
2197,5.68697535633982
28662,5.1647859739235145
16739,5.948034989180646
26023,5.860786223465865
11354,5.60947179518496
20741,5.170483995038151
8700,5.771441123130016
15800,5.2574953720277815
653,6.111467339502679
14508,8.064636475774222
17533,5.293304824724492
7662,5.91350300563827
26267,5.652489180268651
3234,8.006700845440367
18392,6.361302477572996
10590,4.7535901911063645
10918,5.60947179518496
9305,5.5053315359323625
21275,5.605802066295998
23994,5.525452939131784
23329,6.133398042996649
8565,6.398594934535208
2099,6.3473892096560105
21593,5.135798437050262
24881,5.910796644040527
26047,6.2766434893416445
21302,6.0112671744041615
25434,5.602118820879701
1275,7.24422751560335
13316,5.991464547107982
26004,5.468060141135132
4304,7.00397413672268
710,5.594711379601839
25615,5.4510384535657
20869,5.921578419643816
9901,5.981414211254481
2132,5.899897353582492
28779,5.351858133476067
23256,6.124683390894205
23914,5.420534999272286
10731,6.470799503782602
29413,5.365976015021851
15602,6.285998094508865
17507,8.215006432761575
28895,5.968707559985366
29026,7.090909822079984
28399,6.326149473155099
9054,5.8888779583328805
10041,5.707110264748875
24096,5.241747015059643
27315,6.0473721790462776
14413,7.572502985020384
9912,6.359573868672378
26317,5.337538079701318
22200,6.22455842927536
26580,6.710523109452428
27253,5.123963979403259
23442,5.780743515792329
11892,5.476463551931511
8830,4.867534450455582
12465,5.5093883366279774
4132,5.7430031878094825
4622,4.90527477843843
566,5.602118820879701
28259,6.716594773520978
8973,5.58724865840025
20321,4.927253685157205
16298,6.81783057145415
21875,5.68697535633982
18914,5.123963979403259
23461,6.687108607866515
5381,4.61512051684126
17877,5.929589143389895
5458,6.190315405853148
19487,6.385194398997726
12495,5.267858159063328
23443,6.304448802421981
12147,6.148468295917647
14129,5.062595033026967
27164,5.389071729816501
10734,5.25227342804663
22540,5.831882477283517
6947,6.244166900663736
20036,6.467698726104354
11289,5.53338948872752
18614,6.142037405587356
9431,4.564348191467836
18304,6.9363427358340495
25273,6.478509642208569
18533,5.808142489980444
1795,6.111467339502679
26452,4.859812404361672
15807,6.483107351457199
1057,7.198183577101943
10156,4.770684624465665
7687,6.375024819828097
2629,7.22983877815125
7699,6.3784261836515865
2731,5.777652323222656
4816,5.420534999272286
18701,5.631211781821365
10159,5.594711379601839
5646,6.222576268071369
25947,5.755742213586912
17782,5.2574953720277815
18365,5.560681631015528
25976,5.3471075307174685
445,6.97914527506881
24991,8.566173813637858
8913,5.673323267171493
4800,6.495265555937008
18682,5.525452939131784
25198,5.303304908059076
25143,5.4510384535657
2543,4.875197323201151
4623,6.601230118728877
18476,5.755742213586912
15181,5.7745515455444085
10467,7.444833273892193
17256,6.9363427358340495
17001,5.988961416889864
8612,6.734591659972948
284,5.153291594497779
998,6.129050210060545
24382,5.220355825078324
11373,5.638354669333745
5020,5.891644211825772
26538,5.517452896464707
13819,5.834810737062605
7361,7.313886831633462
20769,5.666426688112432
1718,5.525452939131784
14770,5.733341276897746
20041,6.398594934535208
26898,5.75890177387728
4768,5.19295685089021
20882,6.063785208687608
4281,5.225746673713202
7199,6.340359303727752
23406,6.175867270105761
4533,6.375024819828097
26936,5.407171771460119
14524,6.298949246855942
28155,5.468060141135132
17746,7.824445930877619
7530,4.727387818712341
25152,5.872117789475416
7040,5.700443573390687
9748,7.385230923066573
11583,6.22455842927536
8469,4.927253685157205
3661,5.8888779583328805
29320,5.82600010738045
8352,5.54907608489522
5426,5.627621113690637
2379,5.697093486505405
22158,6.428105272684596
17191,6.18826412308259
682,5.337538079701318
111,7.404279118037268
26971,5.556828061699537
8342,5.937536205082426
7324,4.934473933130692
14985,5.720311776607412
18267,5.497168225293202
3411,7.421775793644647
25037,6.023447592961033
12509,8.268988209506656
3977,5.552959584921617
24672,5.602118820879701
4403,5.568344503761097
7393,5.497168225293202
11395,6.68586094706836
1374,9.61587214452889
15344,5.828945617610208
23311,5.655991810819852
17933,5.262690188904886
25361,5.147494476813453
26905,6.246106765481563
4315,5.926926025970411
4878,5.627621113690637
16434,5.099866427824199
27762,5.0369526024136295
14488,6.008813185442595
2661,6.53813982376767
21266,5.733341276897746
5702,6.018593214496234
13815,6.937314081223682
7020,5.899897353582492
10999,6.248042874508429
22152,6.222576268071369
18497,5.863631175598097
3788,8.648221453822641
14636,5.993961427306569
21649,7.589335823170617
9468,6.501289670540389
13578,5.0369526024136295
6259,6.577861357721047
13679,5.332718793265369
7599,6.593044534142437
17714,5.648974238161206
28264,5.1298987149230735
29219,5.318119993844216
5942,6.144185634125646
17318,6.139884552226255
26960,5.556828061699537
23113,7.335633981927201
14155,6.013715156042802
19273,5.739792912179234
648,6.663132695990803
17367,5.886104031450156
18796,4.23410650459726
7334,5.869296913133774
27514,6.07073772800249
12256,6.887552571664617
22306,5.683579767338681
6220,6.144185634125646
20965,7.090909822079984
18195,5.863631175598097
26082,5.521460917862246
20509,5.25227342804663
24563,5.638354669333745
10431,5.375278407684165
3651,5.916202062607435
11149,5.872117789475416
27856,6.373319789577012
7411,6.1463292576688975
3684,4.976733742420574
10632,8.069968149059841
24195,5.068904202220232
25655,6.373319789577012
26140,5.802118375377063
2481,4.983606621708336
19673,5.786897381366708
1858,6.373319789577012
6903,5.075173815233827
18940,7.496097345175956
16070,6.373319789577012
7532,6.598509028614515
16495,5.877735781779639
9047,5.860786223465865
23069,4.736198448394496
18751,5.648974238161206
1602,5.552959584921617
19853,4.969813299576001
17166,6.008813185442595
11250,6.013715156042802
24767,7.378383712996714
3475,6.478509642208569
318,5.6937321388027
15059,6.803505257608338
27401,6.831953565565855
23435,5.958424693029782
24969,6.532334292222349
28655,5.991464547107982
28075,5.3471075307174685
7121,6.280395838960195
20841,6.955592608396297
26445,5.393627546352362
16463,5.780743515792329
16721,4.976733742420574
5821,7.333676395657684
26276,5.631211781821365
7068,6.647688373563329
22974,5.937536205082426
26977,6.059123195581797
16174,6.913737350659685
27660,5.7899601708972535
4775,5.356586274672012
8822,7.824445930877619
10113,6.45833828334479
12549,5.081404364984463
8499,5.8888779583328805
12077,7.069023426578259
20011,6.90875477931522
84,5.468060141135132
10498,6.4457198193855785
19650,4.770684624465665
3851,5.602118820879701
25790,5.308267697401205
26027,5.564520407322694
13096,5.929589143389895
28561,4.8283137373023015
22883,5.8522024797744745
19653,6.1675164908883415
10432,7.037905963447182
19605,4.543294782270004
15249,7.932721027481948
3607,6.53813982376767
11075,5.5093883366279774
23426,5.293304824724492
6153,6.09807428216624
26659,5.0369526024136295
1320,5.262690188904886
28635,5.389071729816501
28186,5.796057750765372
22229,5.645446897643238
14856,5.351858133476067
5380,5.746203190540153
5817,7.955425088912672
29408,6.856461984594587
19232,6.907755278982137
6115,5.54907608489522
25499,5.572154032177765
22348,6.186208623900494
8360,5.8944028342648505
21430,7.090909822079984
22223,5.673323267171493
1143,7.221835825288449
8486,5.579729825986222
551,6.68586094706836
27136,5.525452939131784
22322,4.61512051684126
8590,6.0063531596017325
28692,5.932245187448011
2803,7.384610383176974
1046,6.920671504248683
149,5.3981627015177525
3069,7.0317412587631285
8684,6.704414354964107
94,5.37989735354046
7625,5.25227342804663
18826,8.521782643750045
15466,6.787844982309579
914,5.6240175061873385
9793,6.194405391104672
13630,5.771441123130016
20726,7.530479995245536
17052,6.459904454377535
21290,6.0867747269123065
1496,6.692083742506628
28081,5.093750200806762
26173,6.573680166960646
25149,5.468060141135132
16224,10.819798284210286
4885,5.777652323222656
10633,6.354370040797351
25834,4.795790545596741
7098,5.176149732573829
16849,5.135798437050262
7873,6.453624998892692
22636,5.877735781779639
24103,6.80128303447162
19783,6.885509670034818
11548,5.598421958998375
18191,4.912654885736052
12333,5.198497031265826
18421,4.770684624465665
28091,4.61512051684126
21216,6.135564891081739
15278,5.802118375377063
14304,6.124683390894205
18855,5.707110264748875
10121,5.429345628954441
4901,6.137727054086234
16867,6.016157159698354
18136,5.030437921392435
18960,7.616283561580385
5145,6.53813982376767
25699,6.432940092739179
7284,6.796823718274855
5568,6.895682697747868
1967,6.746412128573375
24958,6.324358962381311
9376,5.407171771460119
13357,5.176149732573829
29302,5.860786223465865
1634,5.857933154483459
14775,6.448889394146858
7402,5.676753802268282
22685,4.836281906951478
19486,6.773080375655535
9809,5.525452939131784
18177,5.420534999272286
26592,6.111467339502679
24059,6.398594934535208
3037,6.049733455231958
9671,5.83773044716594
622,7.181591944611865
6246,4.812184355372417
926,5.575949103146316
9690,5.808142489980444
20938,6.988413181999592
16883,6.013715156042802
25411,5.062595033026967
25586,6.4457198193855785
14804,5.857933154483459
23122,6.807934943699926
13933,6.945051063725834
20053,5.993961427306569
13693,6.329720905522696
1332,6.202535517187923
9224,7.050122520269059
5149,5.62040086571715
28389,6.495265555937008
10522,5.802118375377063
2688,6.980075940561763
1714,6.073044534100405
20367,5.8944028342648505
27430,5.293304824724492
2059,5.877735781779639
28911,8.14351740579748
6037,5.8888779583328805
8523,5.231108616854587
27700,5.541263545158426
21318,5.429345628954441
3855,5.220355825078324
1178,5.777652323222656
8122,7.88570539124302
7518,4.882801922586371
20556,6.588926477533519
12090,6.037870919922137
18648,6.511745329644728
27559,5.4510384535657
10907,5.75890177387728
19903,5.484796933490655
10080,7.280008252884188
8508,6.313548046277095
16352,7.01301578963963
7580,5.303304908059076
16540,6.580639137284949
20934,5.420534999272286
19980,5.616771097666572
7845,5.983936280687191
19616,5.707110264748875
19310,8.699681400989514
27979,5.707110264748875
2818,6.54534966033442
23447,7.1631723908466425
950,5.267858159063328
5362,7.355001921105257
13957,5.049856007249537
19997,6.373319789577012
22123,5.736572297479192
13373,7.00397413672268
13887,4.795790545596741
21903,6.843749949006225
28123,5.389071729816501
6385,5.298317366548036
16345,6.111467339502679
1639,7.587817219993427
5200,7.014814351275545
29261,9.76617760157152
16914,5.60947179518496
6451,6.883462586413092
18115,5.655991810819852
18417,5.817111159963204
11921,5.799092654460526
12648,5.3612921657094255
20448,4.983606621708336
22901,5.860786223465865
26226,6.621405651764134
16469,5.525452939131784
17742,5.0238805208462765
27254,5.723585101952381
7316,8.32579052588609
1965,7.228388451573604
15400,5.924255797414532
25578,5.60947179518496
25642,5.497168225293202
18809,6.068425588244111
2025,6.54965074223381
25783,5.631211781821365
13905,7.208600337960199
29438,5.802118375377063
11761,6.90875477931522
11137,6.228511003591184
4963,5.993961427306569
4127,7.125283091510712
10573,5.293304824724492
26223,6.453624998892692
7681,5.811140992976701
24825,6.111467339502679
2928,6.1463292576688975
28547,5.170483995038151
1790,7.818430272070656
6954,6.90875477931522
15163,6.461468176353717
19571,4.897839799950911
15656,6.2422232654551655
29397,6.46302945692067
7026,6.131226489483141
21843,5.19295685089021
6707,6.3473892096560105
29275,6.566672429803241
15999,6.803505257608338
26178,5.030437921392435
12179,5.707110264748875
1593,5.910796644040527
10393,5.332718793265369
4383,5.627621113690637
7527,5.545177444479562
700,6.054439346269371
28709,5.83773044716594
15839,6.8679744089702925
28658,5.2832037287379885
18362,5.327876168789581
11377,7.378383712996714
16768,6.2166061010848646
4029,6.1092475827643655
12187,5.525452939131784
12494,4.948759890378168
20387,5.755742213586912
10614,5.375278407684165
764,5.081404364984463
3116,7.090909822079984
14757,5.707110264748875
4342,5.820082930352362
758,6.398594934535208
15726,5.25227342804663
6598,4.90527477843843
10923,4.969813299576001
12431,5.631211781821365
29453,5.846438775057725
27809,5.41610040220442
38,5.017279836814924
3613,6.001414877961151
9647,6.2166061010848646
27755,5.655991810819852
11853,4.663439094112067
16989,5.627621113690637
5274,4.7535901911063645
7478,5.91350300563827
7203,5.537334267018537
2894,6.698268054115413
5046,5.44673737166631
19316,5.3706380281276624
4587,7.131698510466912
12562,5.717027701406222
22991,5.181783550292085
27444,6.352629396319567
23583,7.937731775260109
9245,5.0238805208462765
6724,6.450470422144176
14685,5.170483995038151
23283,5.525452939131784
8698,7.734996194022781
29011,5.71042701737487
29161,5.3230099791384085
15723,7.621195162809845
7572,5.081404364984463
6301,6.803505257608338
22205,5.739792912179234
15099,6.53813982376767
2807,7.382124365737512
22396,5.017279836814924
22466,5.3981627015177525
20082,5.707110264748875
19210,5.298317366548036
8496,5.181783550292085
16952,5.62040086571715
15318,5.37989735354046
22132,5.605802066295998
9178,4.976733742420574
28013,5.176149732573829
27654,6.1675164908883415
24315,5.673323267171493
252,5.476463551931511
6860,5.780743515792329
5082,7.080867896690782
511,5.468060141135132
22732,5.726847747587197
5768,5.723585101952381
17872,6.131226489483141
18655,6.2324480165505225
3333,5.811140992976701
26571,5.69035945432406
15005,5.337538079701318
8405,5.4638318050256105
15041,5.3230099791384085
27706,6.883462586413092
4062,5.484796933490655
9060,6.22455842927536
750,5.793013608384144
16134,7.409741954080923
27808,6.29156913955832
2348,4.912654885736052
6074,5.905361848054571
17329,5.53338948872752
8934,5.356586274672012
28486,5.583496308781699
21539,6.206575926724928
10842,5.0369526024136295
23158,6.663132695990803
18325,4.5217885770490405
18097,5.1298987149230735
6940,4.919980925828125
23523,6.439350371100098
21333,6.522092798170152
22796,5.420534999272286
14666,5.442417710521793
1465,5.093750200806762
14795,6.634633357861686
14928,5.318119993844216
28056,5.3230099791384085
27960,6.269096283706261
2390,8.159946655578548
26999,6.018593214496234
28287,6.066108090103747
22524,5.840641657373398
14725,9.210440366976515
8573,6.349138991379798
25822,7.427144133408616
5297,5.236441962829949
23761,5.932245187448011
25951,5.484796933490655
19666,4.74493212836325
24923,5.602118820879701
16808,5.602118820879701
662,4.51085950651685
22892,6.985641817639208
6817,7.378383712996714
28553,5.272999558563747
3467,5.66988092298052
20996,7.048386408721883
28791,5.755742213586912
527,6.349138991379798
13433,4.955827057601261
22770,6.7226297948554485
5468,5.204006687076795
9176,5.25227342804663
8631,6.459904454377535
8794,5.342334251964811
3781,7.59488438721652
13899,5.402677381872279
14632,6.16541785423142
429,5.545177444479562
13137,4.795790545596741
9301,5.645446897643238
7680,6.739336627357174
26694,5.2832037287379885
19484,5.598421958998375
14361,5.10594547390058
12627,5.198497031265826
4881,6.333279628139691
26362,6.246106765481563
5143,8.612685172875459
23963,5.886104031450156
18373,5.556828061699537
1226,7.00397413672268
2804,6.152732694704104
26674,5.407171771460119
28596,8.77971129020447
9413,6.63200177739563
13530,4.6443908991413725
11648,5.950642552587727
903,6.309918278226516
7588,5.25227342804663
8323,5.3471075307174685
21936,5.680172609017068
14958,5.303304908059076
2493,6.52649485957079
85,6.246106765481563
27418,6.26530121273771
2991,5.579729825986222
20573,6.0063531596017325
2258,5.247024072160486
26770,5.068904202220232
3079,7.601402334583733
16623,5.58724865840025
6389,4.634728988229636
17466,6.238324625039508
9652,6.111467339502679
3016,7.090909822079984
20375,5.525452939131784
27952,8.987321812850125
25674,6.429719478039138
16985,6.742880635791903
4988,5.541263545158426
1653,6.423246963533519
4362,6.803505257608338
11614,5.170483995038151
1532,5.627621113690637
14416,5.351858133476067
9449,6.38856140554563
22011,5.53338948872752
26259,6.937314081223682
9398,6.016157159698354
343,5.869296913133774
8462,5.484796933490655
22084,5.1298987149230735
8191,5.241747015059643
9678,6.1092475827643655
15002,5.8888779583328805
19547,5.497168225293202
1982,6.746412128573375
21886,5.950642552587727
24812,5.8888779583328805
3685,6.2166061010848646
8359,7.20414929203594
14358,5.673323267171493
14720,5.905361848054571
11202,5.293304824724492
27013,6.322565239927284
15550,5.613128106388071
6926,5.924255797414532
28980,5.605802066295998
13676,5.638354669333745
28755,7.378383712996714
15303,4.795790545596741
11564,6.55250788703459
753,6.747586526829315
18916,6.763884908562435
9610,6.2166061010848646
8644,5.863631175598097
10446,6.803505257608338
4063,5.25227342804663
7983,4.812184355372417
24031,5.978885764901122
625,4.605170185988092
28919,5.655991810819852
25771,6.2166061010848646
23244,5.627621113690637
17389,5.631211781821365
4244,4.875197323201151
20413,7.109879463072272
2438,6.726233402358747
16894,9.666054896487474
2069,6.304448802421981
19090,5.638354669333745
5224,5.860786223465865
21887,5.3706380281276624
10544,5.755742213586912
11743,5.777652323222656
9270,5.093750200806762
11341,5.717027701406222
2175,6.54965074223381
25875,5.752572638825633
8816,5.303304908059076
5083,5.948034989180646
27064,7.980365765111246
15017,5.525452939131784
25651,5.44673737166631
4105,6.682108597449809
14225,5.356586274672012
13111,5.666426688112432
3550,5.976350909297934
4353,6.803505257608338
12692,6.028278520230698
23057,7.208600337960199
13761,5.60947179518496
22814,5.768320995793772
21301,5.932245187448011
19428,6.985641817639208
6402,5.545177444479562
1354,6.684611727667927
16638,5.25227342804663
7457,5.820082930352362
24915,6.516193076042964
7744,6.375024819828097
17769,7.378383712996714
21441,7.901377353792616
22789,5.4510384535657
1099,5.8888779583328805
17499,5.717027701406222
10117,7.533693709848633
11114,8.649448770536708
17981,6.363028103540465
8626,5.87493073085203
1083,7.076653815443951
3604,5.247024072160486
18185,5.1647859739235145
14957,6.1463292576688975
12151,5.707110264748875
24037,5.402677381872279
5228,6.752270376141742
991,8.536799721055155
18142,6.236369590203704
1887,6.077642243349034
21827,4.934473933130692
22895,5.69035945432406
4759,5.755742213586912
25050,4.762173934797756
6443,6.261491684321042
20050,6.393590753950631
17703,6.214608098422191
18694,5.3981627015177525
23996,7.719129840906732
19328,6.175867270105761
21003,8.517393171418904
9097,5.159055299214529
26783,6.774223886357614
26287,5.828945617610208
5489,6.300785794663244
13678,5.703782474656201
12699,6.71295620067707
18924,5.43372200355424
8138,5.220355825078324
13756,7.034387929915503
10908,5.3706380281276624
26365,5.84354441703136
24863,8.987321812850125
21786,5.099866427824199
19920,6.565264970035361
8709,6.55250788703459
7575,5.68697535633982
4051,6.056784013228625
5007,5.926926025970411
15421,5.402677381872279
3139,5.707110264748875
12862,4.912654885736052
11965,4.060443010546419
24824,6.269096283706261
7789,4.624972813284271
20287,5.602118820879701
23427,6.46302945692067
24789,6.023447592961033
4750,5.796057750765372
813,5.579729825986222
17556,5.517452896464707
15731,6.813444599510896
7883,5.676753802268282
17516,7.867488568699128
18010,6.3784261836515865
8432,5.673323267171493
16812,6.594413459749778
12310,5.017279836814924
22790,5.327876168789581
23301,7.660585461703256
11233,4.859812404361672
16293,5.666426688112432
4468,5.356586274672012
3107,8.588024372176829
7925,6.650279048587422
2006,7.256297239690681
12268,5.602118820879701
13576,5.53338948872752
14712,5.420534999272286
10925,6.70196036600254
19422,5.877735781779639
16255,5.855071922202427
15495,7.532623618788788
8171,5.298317366548036
13246,5.308267697401205
18912,5.293304824724492
5964,5.153291594497779
25705,5.777652323222656
20152,5.828945617610208
22434,4.795790545596741
22808,7.0317412587631285
4385,5.170483995038151
24773,5.003946305945459
6670,5.60947179518496
23642,6.484635235635252
19550,5.713732805509369
11481,5.081404364984463
23506,6.78105762593618
26969,6.2166061010848646
21937,6.091309882077698
26779,5.598421958998375
21365,6.90875477931522
12506,6.111467339502679
23901,5.831882477283517
16918,6.522092798170152
8694,6.467698726104354
18956,5.375278407684165
25895,5.0238805208462765
5272,6.1779441140506
18843,5.707110264748875
25306,4.976733742420574
2574,7.170888478512505
6500,4.532599493153256
21667,5.988961416889864
10005,8.682877107057168
12412,5.459585514144159
5861,6.621405651764134
22364,6.228511003591184
19248,7.0431599159883405
20070,5.733341276897746
2398,5.472270673671475
25386,4.762173934797756
25224,5.525452939131784
4,5.641907070938114
22603,5.3612921657094255
29042,5.308267697401205
10915,5.971261839790462
16423,5.564520407322694
1865,5.811140992976701
4089,5.780743515792329
15273,6.71174039505618
9711,5.752572638825633
3281,5.3981627015177525
18470,6.610696044717759
1568,7.075808863978387
19972,7.170888478512505
11793,6.2166061010848646
15692,5.087596335232384
20663,6.499787040655854
17577,5.560681631015528
24099,5.666426688112432
17105,5.91350300563827
28188,4.882801922586371
16900,5.918893854273146
20981,5.068904202220232
9080,6.194405391104672
1064,5.802118375377063
17541,5.8805329864007
22066,5.1647859739235145
4200,5.937536205082426
13431,4.691347882229144
5308,5.429345628954441
14431,5.1298987149230735
7333,5.746203190540153
6106,6.016157159698354
9963,6.028278520230698
20860,5.75890177387728
13875,5.6937321388027
332,5.525452939131784
3989,5.932245187448011
17964,5.111987788356544
24186,6.212606095751519
27294,6.423246963533519
3692,6.520621127558696
6866,4.90527477843843
7462,5.780743515792329
17783,5.484796933490655
16104,5.58724865840025
25696,5.41610040220442
14697,6.740519359606223
7814,6.278521424165844
29313,5.170483995038151
20949,5.860786223465865
15951,6.363028103540465
6734,5.056245805348308
14251,7.8434564043761155
23270,5.278114659230517
13441,5.602118820879701
16267,5.556828061699537
28871,6.056784013228625
10491,7.769378609513984
23881,5.937536205082426
4467,6.415096959171596
6787,5.713732805509369
23949,6.336825731146441
9430,9.772011189747742
5169,8.025189321890835
12438,5.429345628954441
7726,5.814130531825066
21211,6.8679744089702925
7945,5.602118820879701
5631,8.006700845440367
8732,6.09807428216624
26197,5.293304824724492
25962,5.521460917862246
7414,5.793013608384144
11924,5.062595033026967
8678,6.953684210870537
8056,6.054439346269371
23787,6.1675164908883415
1683,6.855408798609928
16368,10.850229891866112
29326,5.645446897643238
9361,8.833171133022866
18459,5.993961427306569
15182,5.58724865840025
578,5.8805329864007
1110,5.976350909297934
19036,5.811140992976701
20088,4.927253685157205
19971,6.638567789166521
14734,5.420534999272286
27818,6.2166061010848646
13714,5.924255797414532
12777,6.824373670043086
18930,5.43372200355424
5723,5.3230099791384085
13624,7.0925737159746784
12498,5.37989735354046
15741,6.593044534142437
15658,6.70808408385307
10022,5.860786223465865
7250,6.042632833682381
676,5.976350909297934
21112,5.940171252720432
7538,5.602118820879701
13294,5.973809611869261
29198,4.795790545596741
13062,6.911747300251674
15331,6.07073772800249
782,6.522092798170152
18189,6.18826412308259
15543,6.0063531596017325
16787,6.111467339502679
9988,5.087596335232384
21394,6.71901315438526
14148,5.476463551931511
19732,5.700443573390687
10425,6.1092475827643655
27257,5.493061443340548
23262,5.2832037287379885
183,6.0063531596017325
9511,5.783825182329737
3166,5.342334251964811
4061,5.25227342804663
2297,6.369900982828227
27414,6.023447592961033
21381,5.247024072160486
16076,6.18826412308259
2836,5.111987788356544
20284,5.003946305945459
24201,6.144185634125646
18377,5.730099782973574
23125,5.3471075307174685
14627,6.0063531596017325
1955,5.820082930352362
2355,8.517393171418904
22599,6.386879319362645
13293,5.940171252720432
18059,5.351858133476067
18883,5.318119993844216
7289,6.507277712385012
26554,5.198497031265826
27108,4.59511985013459
12247,6.251903883165888
7120,6.380122536899765
4562,5.214935757608986
533,6.584791392385716
26577,9.104979856318357
25812,5.736572297479192
8661,5.796057750765372
27861,5.7899601708972535
4635,5.53338948872752
2742,5.537334267018537
6141,5.53338948872752
3761,5.594711379601839
14491,6.12029741895095
14910,5.303304908059076
29258,4.976733742420574
4734,6.236369590203704
14533,6.2166061010848646
7443,4.110873864173311
9458,5.525452939131784
18234,5.093750200806762
27091,6.68586094706836
15816,5.093750200806762
27681,5.342334251964811
18484,5.017279836814924
8045,6.144185634125646
26718,5.616771097666572
11972,7.601402334583733
27976,5.14166355650266
5760,5.605802066295998
18905,5.525452939131784
8522,5.241747015059643
3992,5.135798437050262
22739,5.484796933490655
13523,5.8888779583328805
22356,6.054439346269371
19219,5.846438775057725
18985,4.584967478670572
29418,5.659482215759621
25664,5.863631175598097
1566,7.732369222284388
23142,5.968707559985366
18179,5.666426688112432
9102,5.5093883366279774
1145,5.771441123130016
4514,7.333676395657684
27314,5.662960480135946
26856,5.662960480135946
10250,9.472781556562168
17415,5.267858159063328
14177,5.655991810819852
18466,6.459904454377535
10838,6.516193076042964
27327,4.962844630259907
1544,6.55250788703459
24717,5.707110264748875
16868,5.755742213586912
10796,4.61512051684126
4511,5.950642552587727
5667,5.739792912179234
3177,6.746412128573375
10991,5.634789603169249
15518,6.398594934535208
14861,6.214608098422191
1281,8.898092345579153
24800,5.3981627015177525
8284,5.602118820879701
6175,6.373319789577012
25631,6.07073772800249
2471,5.564520407322694
11458,5.236441962829949
10294,5.921578419643816
5587,6.021023349349527
9660,6.066108090103747
18651,5.272999558563747
4466,5.220355825078324
10466,5.220355825078324
6373,5.537334267018537
14127,6.236369590203704
15391,5.54907608489522
29036,5.54907608489522
25088,5.153291594497779
6320,7.650168700845001
659,6.590301048196686
28509,5.988961416889864
28014,5.337538079701318
12318,5.420534999272286
19570,7.090909822079984
10909,6.07073772800249
13825,5.860786223465865
3599,6.066108090103747
5902,5.948034989180646
21213,6.320768294250582
22401,6.278521424165844
17465,7.901377353792616
4294,5.14166355650266
14368,5.420534999272286
16497,5.849324779946859
18841,5.44673737166631
17049,5.733341276897746
20593,5.746203190540153
15279,6.042632833682381
12285,5.365976015021851
27102,6.16541785423142
27811,5.37989735354046
4039,5.187385805840755
13499,5.068904202220232
9869,4.934473933130692
28300,7.176254532017144
22375,6.318968113746434
10678,5.351858133476067
3914,5.241747015059643
28369,5.929589143389895
12644,5.739792912179234
16258,5.521460917862246
2407,6.70073110954781
27558,5.53338948872752
28371,5.8888779583328805
2344,5.823045895483019
3076,5.501258210544727
26209,5.564520407322694
