,Preço do aluguel (escala log)
3433,5.298317366548036
8856,6.111467339502679
19051,5.342334251964811
25583,3.8918202981106265
6316,5.883322388488279
218,6.313548046277095
12895,6.049733455231958
15693,6.698268054115413
10351,6.135564891081739
408,5.365976015021851
2655,7.895063498091573
18906,5.472270673671475
16095,6.340359303727752
9750,6.803505257608338
12421,5.886104031450156
13211,5.117993812416755
21391,5.905361848054571
8451,6.495265555937008
16906,5.993961427306569
23029,6.470799503782602
10840,6.396929655216146
23,6.261491684321042
25868,5.786897381366708
27544,5.147494476813453
5180,5.908082938168931
14777,7.050989447068045
21670,5.707110264748875
14764,5.147494476813453
10138,5.707110264748875
20948,6.985641817639208
25756,6.013715156042802
10153,5.978885764901122
14647,5.602118820879701
10877,5.568344503761097
17074,7.976938756959434
4099,6.093569770045136
11145,6.0063531596017325
23331,6.173786103901937
26008,6.8679744089702925
21092,6.3473892096560105
23428,6.226536669287466
10296,5.638354669333745
10075,5.484796933490655
17842,5.236441962829949
1276,6.311734809152915
18137,6.003887067106539
11237,5.170483995038151
22643,6.508769136971682
25722,6.439350371100098
13781,5.393627546352362
2577,5.908082938168931
16221,6.335054251498059
5019,6.85751406254539
12532,6.073044534100405
9648,5.7430031878094825
26188,5.278114659230517
17760,6.210600077024653
6750,5.560681631015528
7536,5.497168225293202
9619,6.447305862541213
11474,5.545177444479562
28639,5.332718793265369
18197,5.484796933490655
24002,5.272999558563747
15841,5.598421958998375
10803,6.133398042996649
5549,8.717518372649767
3794,6.192362489474872
28599,5.293304824724492
2332,6.040254711277414
1261,5.921578419643816
24411,5.834810737062605
7585,5.313205979041787
10560,7.418180822726788
29459,5.831882477283517
13915,5.198497031265826
10650,6.90875477931522
17339,6.246106765481563
668,6.54965074223381
18900,5.849324779946859
26946,5.998936561946683
13162,6.673297967767654
18345,4.406719247264253
23915,5.717027701406222
14907,5.303304908059076
16869,6.126869184114185
28821,5.981414211254481
812,6.212606095751519
14015,7.090909822079984
15191,6.208590026096629
18441,6.668228248417403
8295,6.762729506931879
27883,5.968707559985366
2101,5.267858159063328
24437,4.983606621708336
12296,5.327876168789581
3211,6.423246963533519
13235,6.579251212010101
13655,6.07073772800249
19386,5.91350300563827
27816,5.746203190540153
14530,5.707110264748875
8489,4.912654885736052
1247,4.997212273764115
23222,5.3230099791384085
16816,5.53338948872752
24468,5.683579767338681
17979,5.568344503761097
3387,7.313886831633462
27488,7.00850518208228
4069,6.295266001439646
5635,5.58724865840025
27441,7.5595594960077
29264,6.214608098422191
26313,4.859812404361672
13498,6.566672429803241
21555,5.468060141135132
10445,6.008813185442595
16176,6.111467339502679
457,6.095824562432225
8113,5.0369526024136295
5202,5.5053315359323625
27641,6.513230110912307
13574,5.598421958998375
3532,6.364750756851911
12017,5.568344503761097
28557,5.860786223465865
23420,7.840312983320164
13912,6.580639137284949
26948,5.3981627015177525
2334,6.980075940561763
16217,5.003946305945459
15637,5.262690188904886
9614,6.555356891810665
13835,5.484796933490655
16979,5.438079308923196
23134,5.726847747587197
28338,5.697093486505405
20682,5.8522024797744745
27685,5.783825182329737
26556,5.598421958998375
26295,6.18826412308259
21122,5.198497031265826
26244,5.75890177387728
19578,5.707110264748875
13604,6.641182169740591
20312,6.484635235635252
6551,6.650279048587422
17594,5.799092654460526
19772,6.85751406254539
7395,5.942799375126701
1012,6.687108607866515
19752,7.00397413672268
17122,6.674561391814426
29101,6.523562306149512
15716,5.968707559985366
15259,5.638354669333745
16264,6.673297967767654
9240,4.74493212836325
10515,6.498282149476434
17161,5.472270673671475
17926,5.0369526024136295
15724,5.402677381872279
23879,4.859812404361672
3620,6.236369590203704
25293,5.60947179518496
9464,6.249975242259483
21522,7.090909822079984
12461,5.53338948872752
20759,5.010635294096256
5763,6.111467339502679
7109,5.455321115357702
16327,6.248042874508429
11418,5.181783550292085
16817,7.7336835707759
18811,7.496097345175956
11500,5.298317366548036
24451,5.043425116919247
11727,6.042632833682381
